timestamp,open,high,low,close,volume,atr,vwap,vwap_upper,vwap_lower,ema_20,market_regime
2025-12-30 16:18:00+00:00,4381.2,4387.1,4380.8,4383.4,2358,6.300000000000182,4383.766666666667,4385.341666666667,4382.1916666666675,4383.4,unknown
2025-12-30 16:21:00+00:00,4383.4,4384.7,4380.6,4383.8,1219,6.006666666666752,4383.516755195229,4385.018421861896,4382.015088528562,4383.438095238095,unknown
2025-12-30 16:24:00+00:00,4383.2,4386.4,4382.3,4386.1,1074,5.752444444444446,4383.843868702072,4385.281979813183,4382.40575759096,4383.691609977324,unknown
2025-12-30 16:27:00+00:00,4386.0,4388.2,4384.6,4385.4,1167,5.465451851851781,4384.289727283144,4385.656090246107,4382.9233643201815,4383.854313789007,unknown
2025-12-30 16:30:00+00:00,4385.2,4385.2,4380.4,4382.3,1143,5.403391604938211,4384.017746492362,4385.368594393596,4382.666898591127,4383.70628390434,unknown
2025-12-30 16:33:00+00:00,4382.5,4384.4,4380.8,4381.4,502,5.162939390946377,4383.895475456698,4385.186210304434,4382.604740608961,4383.486637818212,unknown
2025-12-30 16:36:00+00:00,4381.4,4383.2,4378.3,4379.2,872,5.127880805486812,4383.512345530894,4384.794315732266,4382.230375329522,4383.07838659743,unknown
2025-12-30 16:39:00+00:00,4379.0,4383.0,4378.6,4382.3,826,5.030830031421855,4383.312869774042,4384.570577281897,4382.055162266187,4383.004254540532,unknown
2025-12-30 16:42:00+00:00,4382.4,4383.9,4381.3,4383.3,478,4.706719360565535,4383.289089462945,4384.465769303087,4382.112409622804,4383.032420774767,unknown
2025-12-30 16:45:00+00:00,4383.3,4384.4,4382.2,4383.3,482,4.372490112490106,4383.289609063663,4384.382731591786,4382.19648653554,4383.057904510503,unknown
2025-12-30 16:48:00+00:00,4383.3,4387.4,4382.6,4386.1,773,4.429491430824662,4383.436989780307,4384.544362638013,4382.329616922601,4383.347627890455,unknown
2025-12-30 16:51:00+00:00,4386.1,4386.4,4383.5,4384.7,593,4.225559240047992,4383.5107948115265,4384.567184621538,4382.454405001515,4383.476425234221,unknown
2025-12-30 16:54:00+00:00,4384.9,4392.3,4384.5,4391.5,1459,4.70215134137495,4384.178258406715,4385.353796242059,4383.002720571371,4384.240575211914,unknown
2025-12-30 16:57:00+00:00,4391.6,4396.1,4390.5,4393.6,2222,4.821864495858339,4385.529175457103,4386.734641581067,4384.323709333138,4385.131949001256,unknown
2025-12-30 17:00:00+00:00,4393.8,4397.2,4392.4,4396.1,1607,4.818949229743918,4386.458807749627,4387.663545057063,4385.254070442192,4386.17652528685,unknown
2025-12-30 17:03:00+00:00,4395.7,4397.8,4391.7,4391.9,1455,4.989755999111445,4387.044733955019,4388.292172954797,4385.797294955241,4386.721618116673,unknown
2025-12-30 17:06:00+00:00,4392.1,4395.9,4391.8,4393.2,868,4.871121865896513,4387.344184382308,4388.561964848783,4386.126403915834,4387.338606867466,unknown
2025-12-30 17:09:00+00:00,4393.4,4394.3,4389.1,4389.7,1223,4.9149722837769545,4387.566212292702,4388.794955363646,4386.3374692217585,4387.563501451517,unknown
2025-12-30 17:12:00+00:00,4389.8,4391.7,4388.9,4389.4,835,4.632975979273385,4387.662270750615,4388.820514745433,4386.504026755797,4387.738406075183,unknown
2025-12-30 17:15:00+00:00,4389.4,4391.9,4388.2,4389.7,926,4.50857918203691,4387.757506868339,4388.884651663849,4386.6303620728295,4387.925224544213,unknown
2025-12-30 17:18:00+00:00,4389.8,4390.5,4387.6,4389.1,773,4.294101957765274,4387.801785167359,4388.875310656801,4386.728259677918,4388.037107920954,unknown
2025-12-30 17:21:00+00:00,4389.0,4389.0,4383.9,4387.2,1769,4.414888363396668,4387.722632391163,4388.826354482012,4386.6189103003135,4387.957383357054,unknown
2025-12-30 17:24:00+00:00,4387.2,4392.6,4387.2,4391.2,1536,4.546236581610518,4387.8759212538225,4389.012480399225,4386.73936210842,4388.266203989715,unknown
2025-12-30 17:27:00+00:00,4391.1,4391.5,4389.0,4390.4,668,4.273405037395783,4387.936279260474,4389.004630519823,4386.867928001126,4388.469422657361,unknown
2025-12-30 17:30:00+00:00,4390.4,4391.9,4388.6,4389.8,559,4.143617699076248,4387.980443276007,4389.016347700775,4386.944538851238,4388.596144309041,unknown
2025-12-30 17:33:00+00:00,4389.5,4390.1,4386.1,4386.2,721,4.124468672532749,4387.967264361273,4388.998381529406,4386.93614719314,4388.367940089132,unknown
2025-12-30 17:36:00+00:00,4386.4,4387.8,4384.2,4386.0,824,4.0545395161950974,4387.911235540808,4388.924870419856,4386.8976006617595,4388.142421985405,unknown
2025-12-30 17:39:00+00:00,4386.0,4388.8,4382.4,4383.3,1165,4.3672675807024905,4387.7920955576965,4388.883912452872,4386.700278662521,4387.681238939176,unknown
2025-12-30 17:42:00+00:00,4383.4,4384.2,4380.2,4383.9,964,4.318298569942159,4387.636127834476,4388.715702476961,4386.55655319199,4387.321120944969,unknown
2025-12-30 17:45:00+00:00,4383.8,4384.8,4379.7,4381.5,1017,4.422525427283253,4387.457440197851,4388.563071554671,4386.35180884103,4386.76672847402,unknown
2025-12-30 17:48:00+00:00,4382.0,4382.6,4379.9,4382.4,532,4.192855370312249,4387.362425636307,4388.410639478885,4386.31421179373,4386.350849571732,unknown
2025-12-30 17:51:00+00:00,4382.6,4384.8,4381.3,4384.4,598,4.100474654270616,4387.2928721994695,4388.317990863037,4386.267753535902,4386.1650543744245,unknown
2025-12-30 17:54:00+00:00,4384.6,4385.4,4383.4,4385.2,533,3.8204113670345334,4387.251386542584,4388.2064893843435,4386.296283700825,4386.073144434004,unknown
