timestamp,open,high,low,close,volume,atr,vwap,vwap_upper,vwap_lower,ema_20,market_regime
2025-12-30 12:12:00+00:00,4407.1,4412.8,4406.2,4411.7,1648,6.600000000000364,4410.233333333334,4411.883333333333,4408.583333333334,4411.7,unknown
2025-12-30 12:15:00+00:00,4411.7,4413.9,4410.5,4412.7,983,6.1733333333336,4411.030394020017,4412.5737273533505,4409.487060686684,4411.795238095238,unknown
2025-12-30 12:18:00+00:00,4412.7,4415.2,4412.2,4413.5,935,5.750222222222454,4411.71288091232,4413.150436467875,4410.275325356764,4411.957596371883,unknown
2025-12-30 12:21:00+00:00,4413.7,4414.7,4412.7,4414.2,744,5.250192592592794,4412.084671307038,4413.397219455186,4410.772123158889,4412.171158622179,unknown
2025-12-30 12:24:00+00:00,4413.9,4414.5,4408.9,4409.2,1092,5.296833580247136,4411.838454893249,4413.162663288311,4410.514246498187,4411.888191134352,unknown
2025-12-30 12:27:00+00:00,4409.5,4411.2,4407.5,4409.8,745,5.08392243621416,4411.55504039911,4412.8260210081635,4410.284059790057,4411.689315788223,unknown
2025-12-30 12:30:00+00:00,4409.7,4411.9,4408.8,4409.1,596,4.819399444718866,4411.411701023283,4412.616550884462,4410.206851162104,4411.442714284583,unknown
2025-12-30 12:33:00+00:00,4409.2,4412.2,4409.0,4410.5,485,4.603479518756327,4411.354999077661,4412.50586895735,4410.204129197972,4411.352931971766,unknown
2025-12-30 12:36:00+00:00,4410.6,4414.0,4409.8,4413.7,481,4.549682249588793,4411.426440956458,4412.5638615188545,4410.289020394061,4411.57646226017,unknown
2025-12-30 12:39:00+00:00,4413.6,4418.8,4413.6,4418.0,1399,4.63639128297693,4412.251826233348,4413.410924054092,4411.092728412604,4412.188227759201,unknown
2025-12-30 12:42:00+00:00,4417.8,4418.0,4414.4,4415.7,949,4.498205778580054,4412.608657319943,4413.733208764587,4411.484105875298,4412.522682258325,unknown
2025-12-30 12:45:00+00:00,4415.8,4418.2,4414.1,4414.1,783,4.445111674769308,4412.8150984009835,4413.926376319676,4411.703820482291,4412.672902995628,unknown
2025-12-30 12:48:00+00:00,4414.5,4418.0,4413.2,4414.6,739,4.4924301181334245,4412.97156346259,4414.094670992124,4411.848455933056,4412.856436043663,unknown
2025-12-30 12:51:00+00:00,4414.2,4415.0,4411.7,4414.3,641,4.3334394357156585,4413.008025095472,4414.0913849544,4411.924665236543,4412.993918325219,unknown
2025-12-30 12:54:00+00:00,4414.5,4416.4,4413.9,4415.6,506,4.088980844286904,4413.099156582325,4414.121401793397,4412.076911371253,4413.242116579961,unknown
2025-12-30 12:57:00+00:00,4415.4,4418.0,4413.9,4417.0,571,4.090450065048699,4413.236607254769,4414.259219771032,4412.213994738507,4413.600010239012,unknown
2025-12-30 13:00:00+00:00,4417.5,4419.9,4415.6,4416.8,1627,4.118390056375442,4413.694130259984,4414.723727774078,4412.664532745891,4413.90477116863,unknown
2025-12-30 13:03:00+00:00,4417.2,4420.5,4415.4,4417.0,1383,4.249271382192098,4414.028214877047,4415.090532722595,4412.965897031499,4414.199554866856,unknown
2025-12-30 13:06:00+00:00,4417.3,4418.7,4414.5,4416.6,1110,4.2427018645664605,4414.192116897284,4415.252792363425,4413.131441431143,4414.42816868906,unknown
2025-12-30 13:09:00+00:00,4416.4,4417.6,4414.6,4415.5,737,4.077008282624266,4414.261452021593,4415.280704092249,4413.242199950937,4414.53024786153,unknown
2025-12-30 13:12:00+00:00,4415.3,4418.0,4412.8,4415.5,1255,4.226740511607673,4414.3372267161285,4415.39391184403,4413.280541588227,4414.622605208051,unknown
2025-12-30 13:15:00+00:00,4415.5,4415.5,4412.2,4412.7,963,4.103175110060008,4414.296074677662,4415.321868455177,4413.270280900147,4414.439499950142,unknown
2025-12-30 13:18:00+00:00,4412.9,4414.2,4405.5,4411.0,2076,4.716085095385315,4413.920350736517,4415.099372010363,4412.741329462671,4414.111928526319,unknown
