timestamp,open,high,low,close,volume,atr,vwap,vwap_upper,vwap_lower,ema_20
2025-12-28 23:03:00+00:00,4574.8,4577.3,4566.8,4573.6,2689,10.5,4572.566666666667,4575.191666666667,4569.941666666667,4573.6
2025-12-28 23:06:00+00:00,4574.0,4574.8,4569.2,4573.3,1418,9.846666666666716,4572.520631442253,4574.98229810892,4570.058964775586,4573.571428571429
2025-12-28 23:09:00+00:00,4573.5,4573.8,4563.0,4564.6,2066,9.973777777777844,4570.717592742589,4573.211037187033,4568.224148298144,4572.717006802723
2025-12-28 23:12:00+00:00,4564.4,4566.0,4549.4,4559.4,4202,10.85727407407418,4565.674817670682,4568.389136189201,4562.960499152164,4571.448720440559
2025-12-28 23:15:00+00:00,4559.3,4567.3,4558.3,4562.3,2348,10.609637530864289,4565.113518824176,4567.765928206892,4562.46110944146,4570.577413731934
2025-12-28 23:18:00+00:00,4562.2,4567.3,4561.8,4563.4,1813,9.92835252674905,4564.995422858191,4567.477510989878,4562.513334726504,4569.893850519369
2025-12-28 23:21:00+00:00,4563.2,4566.9,4561.6,4562.9,1763,9.311238856515747,4564.866118575781,4567.19392828991,4562.538308861652,4569.227769517524
2025-12-28 23:24:00+00:00,4562.9,4567.9,4561.0,4561.1,1812,8.989740342313599,4564.712763881987,4566.960198967565,4562.465328796408,4568.453696230141
2025-12-28 23:27:00+00:00,4561.2,4565.6,4560.9,4561.2,1349,8.41777496333855,4564.563992805755,4566.66843654659,4562.459549064921,4567.762868017746
2025-12-28 23:30:00+00:00,4561.0,4564.3,4557.5,4564.3,2172,8.202071634893434,4564.309897374261,4566.360415282984,4562.259379465538,4567.433071063675
2025-12-28 23:33:00+00:00,4564.2,4565.5,4559.8,4560.2,1185,7.868462083574285,4564.181277117938,4566.148392638832,4562.214161597045,4566.744207152849
2025-12-28 23:36:00+00:00,4560.3,4562.4,4558.9,4559.2,856,7.286000472431048,4564.03611146313,4565.8576115812375,4562.214611345022,4566.02571123353
2025-12-28 23:39:00+00:00,4559.5,4560.4,4555.4,4558.9,1278,6.981200409440242,4563.738890892816,4565.4841909951765,4561.9935907904555,4565.347072068433
2025-12-28 23:42:00+00:00,4558.8,4560.9,4556.4,4557.4,768,6.650373688181543,4563.574488380834,4565.237081802879,4561.911894958788,4564.590208061915
2025-12-28 23:45:00+00:00,4557.2,4558.9,4554.1,4557.1,1393,6.403657196423907,4563.221280859644,4564.82219515875,4561.620366560538,4563.876854913161
2025-12-28 23:48:00+00:00,4557.1,4559.3,4554.3,4557.0,1223,6.216502903567386,4562.947001941062,4564.501127666954,4561.39287621517,4563.221916350003
2025-12-28 23:51:00+00:00,4556.8,4557.9,4550.3,4553.3,1929,6.400969183091663,4562.366104943168,4563.96634723894,4560.765862647395,4562.276971935717
2025-12-28 23:54:00+00:00,4553.5,4555.7,4551.4,4552.0,1125,6.120839958679465,4562.03161298544,4563.56182297511,4560.50140299577,4561.298212703743
2025-12-28 23:57:00+00:00,4551.8,4553.6,4549.6,4550.7,1461,5.838061297522203,4561.554325722983,4563.013841047364,4560.094810398602,4560.28885911291
2025-12-29 00:00:00+00:00,4551.0,4551.7,4536.2,4542.9,4968,7.126319791185909,4543.599999999999,4545.381579947796,4541.818420052203,4558.632777292632
2025-12-29 00:03:00+00:00,4543.0,4546.1,4539.7,4544.7,2118,7.029477152361195,4543.570110076206,4545.327479364297,4541.812740788116,4557.305846121905
2025-12-29 00:06:00+00:00,4544.5,4548.8,4544.3,4546.8,1615,6.6922135320463685,4544.138677546642,4545.811730929653,4542.46562416363,4556.30528934839
2025-12-29 00:09:00+00:00,4546.8,4549.1,4544.5,4548.6,1100,6.413251727773568,4544.504707002687,4546.10801993463,4542.901394070744,4555.571452267591
2025-12-29 00:12:00+00:00,4548.8,4549.3,4545.2,4547.3,902,6.104818164070474,4544.737472359774,4546.263676900791,4543.211267818757,4554.783694908772
2025-12-29 00:15:00+00:00,4547.1,4547.2,4538.0,4538.3,2134,6.530842408861102,4544.14386798577,4545.776578587986,4542.511157383555,4553.213819203174
2025-12-29 00:18:00+00:00,4538.1,4540.1,4524.2,4528.7,4739,7.780063421013028,4540.599899484146,4542.544915339399,4538.654883628892,4550.879169755253
