timestamp,open,high,low,close,volume,atr,vwap,vwap_upper,vwap_lower,ema_20
2025-12-28 23:00:00+00:00,4567.6,4581.2,4566.0,4575.3,3466,15.199999999999818,4574.166666666667,4577.966666666667,4570.366666666667,4575.3
2025-12-28 23:03:00+00:00,4574.8,4577.3,4566.8,4573.6,2689,14.573333333333176,4573.467657730842,4577.110991064175,4569.8243243975085,4575.138095238095
2025-12-28 23:06:00+00:00,4574.0,4574.8,4569.2,4573.3,1418,13.376888888888802,4573.273986531097,4576.618208753319,4569.929764308875,4574.963038548753
2025-12-28 23:09:00+00:00,4573.5,4573.8,4563.0,4564.6,2066,13.033303703703654,4571.957813742781,4575.216139668707,4568.699487816854,4573.976082496491
2025-12-28 23:12:00+00:00,4564.4,4566.0,4549.4,4559.4,4202,13.508863209876548,4567.801307708981,4571.17852351145,4564.424091906511,4572.587884163492
2025-12-28 23:15:00+00:00,4559.3,4567.3,4558.3,4562.3,2348,12.907681448559675,4567.051761484136,4570.2786818462755,4563.824841121996,4571.608085671731
2025-12-28 23:18:00+00:00,4562.2,4567.3,4561.8,4563.4,1813,11.919990588751718,4566.7612006073405,4569.741198254528,4563.781202960153,4570.8263632268045
2025-12-28 23:21:00+00:00,4563.2,4566.9,4561.6,4562.9,1763,11.037325176918058,4566.497067206341,4569.256398500571,4563.737735912111,4570.071471490918
2025-12-28 23:24:00+00:00,4562.9,4567.9,4561.0,4561.1,1812,10.485681819995603,4566.231382181644,4568.852802636643,4563.609961726645,4569.21704563464
2025-12-28 23:27:00+00:00,4561.2,4565.6,4560.9,4561.2,1349,9.714257577329619,4566.015744860275,4568.444309254607,4563.587180465943,4568.45351747896
2025-12-28 23:30:00+00:00,4561.0,4564.3,4557.5,4564.3,2172,9.32568990035236,4565.671103939225,4568.002526414313,4563.339681464136,4568.057944385726
2025-12-28 23:33:00+00:00,4564.2,4565.5,4559.8,4560.2,1185,8.842264580305354,4565.4980735329555,4567.708639678031,4563.2875073878795,4567.309568729943
2025-12-28 23:36:00+00:00,4560.3,4562.4,4558.9,4559.2,856,8.12996263626464,4565.3299139000455,4567.362404559111,4563.29742324098,4566.537228850901
2025-12-28 23:39:00+00:00,4559.5,4560.4,4555.4,4558.9,1278,7.7126342847626885,4565.010758818078,4566.938917389269,4563.0826002468875,4565.8098737222435
2025-12-28 23:42:00+00:00,4558.8,4560.9,4556.4,4557.4,768,7.28428304679433,4564.832411626978,4566.653482388676,4563.01134086528,4565.008933367744
2025-12-28 23:45:00+00:00,4557.2,4558.9,4554.1,4557.1,1393,6.953045307221656,4564.46193450629,4566.200195833096,4562.723673179485,4564.2557016184355
2025-12-28 23:48:00+00:00,4557.1,4559.3,4554.3,4557.0,1223,6.692639266258769,4564.169836378311,4565.842996194875,4562.496676561746,4563.56468241668
2025-12-28 23:51:00+00:00,4556.8,4557.9,4550.3,4553.3,1929,6.813620697424194,4563.578697499753,4565.2821026741085,4561.875292325397,4562.58709361509
2025-12-28 23:54:00+00:00,4553.5,4555.7,4551.4,4552.0,1125,6.478471271100992,4563.2383292688755,4564.857947086651,4561.6187114511,4561.578798985081
2025-12-28 23:57:00+00:00,4551.8,4553.6,4549.6,4550.7,1461,6.1480084349541935,4562.75804787605,4564.295049984788,4561.221045767312,4560.542722891264
2025-12-29 00:00:00+00:00,4551.0,4551.7,4536.2,4542.9,4968,7.394940643626968,4543.599999999999,4545.448735160906,4541.751264839093,4558.862463568286
2025-12-29 00:03:00+00:00,4543.0,4546.1,4539.7,4544.7,2118,7.262281891143445,4543.570110076206,4545.385680548992,4541.75453960342,4557.513657514163
2025-12-29 00:06:00+00:00,4544.5,4548.8,4544.3,4546.8,1615,6.893977638990986,4544.138677546642,4545.86217195639,4542.415183136894,4556.493309179481
2025-12-29 00:09:00+00:00,4546.8,4549.1,4544.5,4548.6,1100,6.588113953792237,4544.504707002687,4546.151735491135,4542.857678514239,4555.741565448102
2025-12-29 00:12:00+00:00,4548.8,4549.3,4545.2,4547.3,902,6.256365426619987,4544.737472359774,4546.301563716429,4543.173381003119,4554.937606833997
2025-12-29 00:15:00+00:00,4547.1,4547.2,4538.0,4538.3,2134,6.662183369737346,4544.14386798577,4545.809413828205,4542.478322143335,4553.353072849806
2025-12-29 00:18:00+00:00,4538.1,4540.1,4524.2,4528.7,4739,7.89389225377244,4540.599899484146,4542.573372547588,4538.626426420703,4551.005161149825
2025-12-29 00:21:00+00:00,4528.8,4530.9,4502.5,4514.5,7960,10.6280399532694,4532.921307174185,4535.578317162503,4530.264297185868,4547.528479135555
2025-12-29 00:24:00+00:00,4513.6,4519.0,4503.2,4506.3,4217,11.317634626166837,4529.601720834874,4532.431129491416,4526.772312178332,4543.601957313122
2025-12-29 00:27:00+00:00,4506.6,4509.6,4500.2,4505.8,3795,11.061950009344667,4526.841361631095,4529.606849133432,4524.075874128759,4540.001770902348
2025-12-29 00:30:00+00:00,4505.6,4509.6,4490.0,4506.4,5730,12.200356674765427,4523.21742451245,4526.267513681141,4520.167335343758,4536.801602244981
2025-12-29 00:33:00+00:00,4506.5,4518.6,4505.0,4515.5,3855,12.386975784796753,4522.307224167111,4525.40396811331,4519.210480220911,4534.77287822165
2025-12-29 00:36:00+00:00,4516.0,4520.7,4510.5,4511.7,2724,12.095379013490497,4521.831578603048,4524.855423356421,4518.807733849675,4532.57546124816
2025-12-29 00:39:00+00:00,4512.0,4521.3,4509.6,4519.4,2393,12.04266181169174,4521.580379965458,4524.59104541838,4518.569714512535,4531.320655415002
2025-12-29 00:42:00+00:00,4519.6,4519.7,4504.2,4507.5,2190,12.503640236799509,4521.097845625165,4524.223755684365,4517.971935565965,4529.052021565954
2025-12-29 00:45:00+00:00,4507.2,4518.1,4506.8,4517.4,1833,12.343154871892931,4520.852459842238,4523.938248560212,4517.766671124265,4527.94230522634
2025-12-29 00:48:00+00:00,4517.4,4525.5,4516.4,4521.4,2171,11.910734222307255,4520.862330712904,4523.84001426848,4517.884647157327,4527.319228538117
