# Data Source: TopStep API - MGC Contracts
# Generated: 2026-01-03T06:31:03.433778+00:00
# Contracts: CON.F.US.MGC.G26
# Total Bars: 770
# Columns: timestamp,open,high,low,close,volume,contract
timestamp,open,high,low,close,volume,contract
2025-12-31 06:30:00+00:00,4320.4,4323.1,4319.7,4321.7,569,CON.F.US.MGC.G26
2025-12-31 06:33:00+00:00,4321.7,4327.5,4320.6,4323.0,1433,CON.F.US.MGC.G26
2025-12-31 06:36:00+00:00,4322.7,4324.8,4321.3,4324.0,869,CON.F.US.MGC.G26
2025-12-31 06:39:00+00:00,4324.3,4328.2,4320.5,4321.8,1013,CON.F.US.MGC.G26
2025-12-31 06:42:00+00:00,4321.4,4325.8,4321.4,4325.3,578,CON.F.US.MGC.G26
2025-12-31 06:45:00+00:00,4325.1,4325.8,4322.5,4323.2,539,CON.F.US.MGC.G26
2025-12-31 06:48:00+00:00,4323.3,4333.0,4323.3,4332.7,1330,CON.F.US.MGC.G26
2025-12-31 06:51:00+00:00,4332.5,4336.4,4329.9,4334.8,1431,CON.F.US.MGC.G26
2025-12-31 06:54:00+00:00,4334.7,4337.7,4333.6,4336.1,1000,CON.F.US.MGC.G26
2025-12-31 06:57:00+00:00,4336.1,4341.0,4335.1,4339.5,1285,CON.F.US.MGC.G26
2025-12-31 07:00:00+00:00,4339.4,4341.8,4336.3,4336.8,1342,CON.F.US.MGC.G26
2025-12-31 07:03:00+00:00,4336.8,4341.0,4336.0,4338.3,955,CON.F.US.MGC.G26
2025-12-31 07:06:00+00:00,4338.2,4340.5,4335.9,4336.1,818,CON.F.US.MGC.G26
2025-12-31 07:09:00+00:00,4336.2,4339.0,4334.3,4338.9,1037,CON.F.US.MGC.G26
2025-12-31 07:12:00+00:00,4338.6,4343.7,4337.0,4341.9,1594,CON.F.US.MGC.G26
2025-12-31 07:15:00+00:00,4341.7,4342.9,4340.1,4341.5,798,CON.F.US.MGC.G26
2025-12-31 07:18:00+00:00,4341.5,4345.7,4340.5,4345.0,1304,CON.F.US.MGC.G26
2025-12-31 07:21:00+00:00,4345.2,4346.5,4342.0,4345.5,964,CON.F.US.MGC.G26
2025-12-31 07:24:00+00:00,4345.4,4346.1,4342.4,4342.4,599,CON.F.US.MGC.G26
2025-12-31 07:27:00+00:00,4342.3,4345.8,4341.7,4344.5,586,CON.F.US.MGC.G26
2025-12-31 07:30:00+00:00,4344.4,4345.0,4341.8,4343.6,525,CON.F.US.MGC.G26
2025-12-31 07:33:00+00:00,4343.5,4346.2,4343.5,4344.5,437,CON.F.US.MGC.G26
2025-12-31 07:36:00+00:00,4344.5,4346.3,4343.1,4345.6,534,CON.F.US.MGC.G26
2025-12-31 07:39:00+00:00,4345.4,4346.3,4342.5,4342.8,384,CON.F.US.MGC.G26
2025-12-31 07:42:00+00:00,4343.0,4344.8,4342.0,4343.7,407,CON.F.US.MGC.G26
2025-12-31 07:45:00+00:00,4343.8,4344.4,4341.1,4341.7,455,CON.F.US.MGC.G26
2025-12-31 07:48:00+00:00,4341.9,4342.9,4339.3,4342.3,783,CON.F.US.MGC.G26
2025-12-31 07:51:00+00:00,4342.5,4343.4,4339.2,4340.0,519,CON.F.US.MGC.G26
2025-12-31 07:54:00+00:00,4340.2,4341.7,4338.3,4340.8,732,CON.F.US.MGC.G26
2025-12-31 07:57:00+00:00,4340.8,4343.5,4340.6,4342.9,400,CON.F.US.MGC.G26
2025-12-31 08:00:00+00:00,4342.9,4344.6,4339.9,4340.9,612,CON.F.US.MGC.G26
2025-12-31 08:03:00+00:00,4340.8,4341.8,4338.5,4339.4,588,CON.F.US.MGC.G26
2025-12-31 08:06:00+00:00,4339.4,4340.3,4336.2,4336.4,864,CON.F.US.MGC.G26
2025-12-31 08:09:00+00:00,4336.4,4336.5,4332.0,4333.9,1332,CON.F.US.MGC.G26
2025-12-31 08:12:00+00:00,4333.9,4334.9,4331.9,4334.7,794,CON.F.US.MGC.G26
2025-12-31 08:15:00+00:00,4334.8,4337.5,4333.7,4337.0,891,CON.F.US.MGC.G26
2025-12-31 08:18:00+00:00,4337.1,4339.3,4336.4,4338.5,748,CON.F.US.MGC.G26
2025-12-31 08:21:00+00:00,4338.4,4338.4,4334.3,4336.1,719,CON.F.US.MGC.G26
2025-12-31 08:24:00+00:00,4336.2,4339.6,4336.2,4336.3,652,CON.F.US.MGC.G26
2025-12-31 08:27:00+00:00,4336.3,4338.8,4335.2,4338.3,277,CON.F.US.MGC.G26
2025-12-31 08:30:00+00:00,4337.9,4338.4,4334.3,4335.4,421,CON.F.US.MGC.G26
2025-12-31 08:33:00+00:00,4335.5,4336.9,4334.3,4334.3,316,CON.F.US.MGC.G26
2025-12-31 08:36:00+00:00,4334.6,4335.5,4332.6,4335.4,526,CON.F.US.MGC.G26
2025-12-31 08:39:00+00:00,4335.6,4335.7,4332.9,4333.7,335,CON.F.US.MGC.G26
2025-12-31 08:42:00+00:00,4333.7,4334.4,4329.0,4329.2,778,CON.F.US.MGC.G26
2025-12-31 08:45:00+00:00,4329.2,4330.0,4326.6,4327.5,820,CON.F.US.MGC.G26
2025-12-31 08:48:00+00:00,4327.3,4329.4,4324.8,4326.1,1023,CON.F.US.MGC.G26
2025-12-31 08:51:00+00:00,4326.3,4326.4,4323.4,4324.9,807,CON.F.US.MGC.G26
2025-12-31 08:54:00+00:00,4325.1,4325.7,4319.9,4321.8,1227,CON.F.US.MGC.G26
2025-12-31 08:57:00+00:00,4321.8,4321.8,4315.6,4319.3,1538,CON.F.US.MGC.G26
2025-12-31 09:00:00+00:00,4319.3,4323.5,4318.9,4323.2,1394,CON.F.US.MGC.G26
2025-12-31 09:03:00+00:00,4323.4,4329.4,4323.3,4328.3,1460,CON.F.US.MGC.G26
2025-12-31 09:06:00+00:00,4328.1,4330.5,4327.8,4328.6,836,CON.F.US.MGC.G26
2025-12-31 09:09:00+00:00,4328.9,4329.5,4326.4,4328.3,562,CON.F.US.MGC.G26
2025-12-31 09:12:00+00:00,4328.0,4330.1,4328.0,4329.3,448,CON.F.US.MGC.G26
2025-12-31 09:15:00+00:00,4329.2,4329.8,4324.6,4325.0,491,CON.F.US.MGC.G26
2025-12-31 09:18:00+00:00,4325.0,4329.4,4322.8,4329.0,669,CON.F.US.MGC.G26
2025-12-31 09:21:00+00:00,4329.0,4332.2,4328.6,4331.7,882,CON.F.US.MGC.G26
2025-12-31 09:24:00+00:00,4331.7,4338.5,4331.0,4338.3,1076,CON.F.US.MGC.G26
2025-12-31 09:27:00+00:00,4338.5,4339.1,4335.2,4335.5,723,CON.F.US.MGC.G26
2025-12-31 09:30:00+00:00,4335.2,4337.9,4335.0,4335.2,455,CON.F.US.MGC.G26
